date,open,high,low,close,volume
2024-05-15 09:15:00+05:30,301.0,1455.95,301.0,1392.0,6060820
2024-05-15 10:15:00+05:30,1392.2,1398.8,1320.05,1347.0,1440061
2024-05-15 11:15:00+05:30,1347.0,1379.95,1342.0,1372.1,508061
2024-05-15 12:15:00+05:30,1372.0,1379.0,1341.5,1377.95,354559
2024-05-15 13:15:00+05:30,1377.95,1425.0,1372.9,1414.0,1018257
2024-05-15 14:15:00+05:30,1413.65,1429.95,1393.25,1400.6,846452
2024-05-15 15:15:00+05:30,1400.3,1414.0,1399.0,1404.0,238276
2024-05-16 09:15:00+05:30,1419.0,1469.0,1400.05,1444.45,793871
2024-05-16 10:15:00+05:30,1442.2,1467.8,1434.3,1446.95,243361
2024-05-16 11:15:00+05:30,1446.95,1473.0,1441.25,1458.25,283933
2024-05-16 12:15:00+05:30,1458.65,1469.0,1453.0,1460.05,90675
2024-05-16 13:15:00+05:30,1460.05,1462.0,1452.6,1455.0,87941
2024-05-16 14:15:00+05:30,1455.0,1463.25,1453.0,1458.5,104297
2024-05-16 15:15:00+05:30,1457.55,1464.5,1455.0,1459.0,127206
2024-05-17 09:15:00+05:30,1440.0,1490.0,1426.0,1478.8,444358
2024-05-17 10:15:00+05:30,1478.5,1482.0,1470.05,1472.6,58881
2024-05-17 11:15:00+05:30,1472.9,1472.9,1440.35,1448.85,56426
2024-05-17 12:15:00+05:30,1448.5,1454.8,1441.25,1442.9,43791
2024-05-17 13:15:00+05:30,1442.9,1456.0,1441.25,1451.0,25863
2024-05-17 14:15:00+05:30,1451.0,1456.0,1446.9,1455.4,54228
2024-05-17 15:15:00+05:30,1455.4,1455.4,1447.2,1452.0,35332
2024-05-18 09:15:00+05:30,1459.8,1463.0,1450.15,1458.0,12599
2024-05-18 11:15:00+05:30,1458.0,1482.1,1453.2,1465.0,49833
2024-05-18 12:15:00+05:30,1465.0,1468.5,1457.3,1458.0,9033
2024-05-21 09:15:00+05:30,1454.0,1459.95,1435.2,1437.6,63579
2024-05-21 10:15:00+05:30,1438.5,1450.95,1431.6,1431.6,67424
2024-05-21 11:15:00+05:30,1431.6,1435.0,1415.0,1419.0,20323
2024-05-21 12:15:00+05:30,1419.0,1420.0,1395.0,1409.0,22857
2024-05-21 13:15:00+05:30,1409.0,1411.0,1390.95,1398.95,37250
2024-05-21 14:15:00+05:30,1398.95,1449.05,1391.1,1409.7,53477
2024-05-21 15:15:00+05:30,1407.1,1420.0,1407.1,1415.0,25146
2024-05-22 09:15:00+05:30,1413.0,1432.0,1399.15,1400.0,28364
2024-05-22 10:15:00+05:30,1400.0,1411.55,1391.4,1398.0,62529
2024-05-22 11:15:00+05:30,1398.0,1399.35,1394.4,1396.65,9249
2024-05-22 12:15:00+05:30,1396.65,1400.0,1395.0,1398.4,24255
2024-05-22 13:15:00+05:30,1397.6,1399.4,1395.0,1395.6,8535
2024-05-22 14:15:00+05:30,1396.05,1400.0,1395.6,1398.1,43541
2024-05-22 15:15:00+05:30,1396.15,1397.0,1385.75,1391.0,15240
2024-05-23 09:15:00+05:30,1404.65,1427.0,1385.0,1414.8,52744
